target_chembl_id,gene_symbol,compound_chembl_id,compound_name,standard_value,standard_type,is_approved_drug,canonical_smiles,pchembl_value
CHEMBL2363032,CACNA1C,CHEMBL4226275,,3400.0,IC50,0,Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1,5.47
CHEMBL2363032,CACNA1C,CHEMBL4226864,,3600.0,IC50,0,Cc1ccc(Cn2cc(CN3CCCCC3)c3cc(C)ccc32)cc1,5.44
CHEMBL2363032,CACNA1C,CHEMBL4226021,,2200.0,IC50,0,Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1cccc(Cl)c1,5.66
CHEMBL2363032,CACNA1C,CHEMBL4228209,,3000.0,IC50,0,Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccc(Cl)cc1,5.52
CHEMBL2363032,CACNA1C,CHEMBL4225271,,4800.0,IC50,0,Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccc(F)cc1,5.32
CHEMBL2363032,CACNA1C,CHEMBL4228929,,1800.0,IC50,0,Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1[N+](=O)[O-],5.75
CHEMBL2363032,CACNA1C,CHEMBL4224773,,3000.0,IC50,0,Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1cccc([N+](=O)[O-])c1,5.52
CHEMBL1980,SCN5A,CHEMBL4226210,,4800.0,IC50,0,Fc1ccc(C(CCCNCCCN2CCCCC2)c2ccc(F)cc2)cc1,5.32
CHEMBL1980,SCN5A,CHEMBL4229014,,5900.0,IC50,0,Fc1ccc(CCCCNCCCN2CCCCC2)cc1,5.23
CHEMBL1980,SCN5A,CHEMBL4291605,,9100.0,IC50,0,O=C(NCc1ccccc1)[C@@H](c1ccccc1)N1CCN(C(=O)c2cc(F)cnc2Cl)CC1,5.04
CHEMBL1980,SCN5A,CHEMBL4280970,,1300.0,IC50,0,O=C(NCc1ccccc1)[C@@H](c1ccccc1)N1CCN(C(=O)c2cc(F)cc(F)c2)CC1,5.89
CHEMBL1980,SCN5A,CHEMBL4295027,,3100.0,IC50,0,N#Cc1cc(F)cc(C(=O)N2CCN([C@@H](C(=O)NCc3ccccc3)c3ccccc3)CC2)c1,5.51
CHEMBL1980,SCN5A,CHEMBL4284381,,400.0,IC50,0,N#Cc1cc(OC(F)(F)F)cc(C(=O)N2CCN([C@@H](C(=O)NCc3ccccc3)c3ccccc3)CC2)c1,6.4
CHEMBL1980,SCN5A,CHEMBL4279870,,6500.0,IC50,0,N#Cc1ccc([C@H](C(=O)NCc2ccccc2)N2CCN(C(=O)c3cc(F)cc(F)c3)CC2)cc1,5.19
CHEMBL1980,SCN5A,CHEMBL4287784,,500.0,IC50,0,COc1cc([C@H](C(=O)NCc2ccccc2)N2CCN(C(=O)c3cc(F)cc(F)c3)CC2)ccc1C#N,6.3
CHEMBL1980,SCN5A,CHEMBL4277551,,950.0,IC50,0,O=C(NCc1ccccc1)[C@@H](c1ccccc1)N1CCN(C(=O)c2cc(F)ccc2Cl)CC1,6.02
CHEMBL1980,SCN5A,CHEMBL4288200,,140.0,IC50,0,O=C(NCc1ccccc1)[C@@H](c1ccccc1)N1CCN(Cc2ccccc2)CC1,6.85
CHEMBL1980,SCN5A,CHEMBL4283333,,10000.0,IC50,0,CN(Cc1ccccc1)C(=O)[C@@H](c1ccccc1)N1CCN(C(=O)c2cc(F)cc(F)c2)CC1,5.0
CHEMBL1980,SCN5A,CHEMBL4291187,,7900.0,IC50,0,O=C(NCc1ccc(C(F)(F)F)nc1)[C@@H](c1ccccc1)N1CCN(C(=O)c2cc(F)cc(F)c2)CC1,5.1
CHEMBL1980,SCN5A,CHEMBL4286818,,9500.0,IC50,0,O=C(Nc1ccc(C(F)(F)F)cc1)[C@@H](c1ccccc1)N1CCN(C(=O)c2cc(F)cc(F)c2)CC1,5.02
CHEMBL1980,SCN5A,CHEMBL4278898,,3000.0,IC50,0,O=C(Nc1ccc(OCC(F)(F)F)nc1)[C@@H](c1ccccc1)N1CCN(C(=O)c2cc(F)cc(F)c2)CC1,5.52
CHEMBL1980,SCN5A,CHEMBL4283471,,7700.0,IC50,0,O=C(NCC1CC1)[C@@H](c1ccccc1)N1CCN(C(=O)c2cc(F)cc(F)c2)CC1,5.11
CHEMBL1980,SCN5A,CHEMBL4294045,,6700.0,IC50,0,O=C(NCC(F)(F)C1CC1)[C@@H](c1ccccc1)N1CCN(C(=O)c2cc(F)cc(F)c2)CC1,5.17
CHEMBL1980,SCN5A,CHEMBL4280006,,2400.0,IC50,0,O=C(NCc1ccccc1)[C@@H](c1ccccc1)N1CC2CC(C1)N2C(=O)c1cc(F)ccc1Cl,5.62
CHEMBL1980,SCN5A,CHEMBL4290645,,4200.0,IC50,0,O=C(NCc1ccccc1)[C@@H](c1ccccc1)N1CC2CCC(C1)N2C(=O)c1cc(F)ccc1Cl,5.38
CHEMBL1980,SCN5A,CHEMBL4287235,,9600.0,IC50,0,N#Cc1ccc([C@H](C(=O)Nc2ccc(OCC(F)(F)F)nc2)N2CCN(C(=O)c3cc(F)cc(F)c3)CC2)cc1,5.02
CHEMBL1980,SCN5A,CHEMBL4294322,,5673.0,IC50,0,CCS(=O)(=O)NC(=O)c1ccc2c(-c3cnc(OCC(C)C)c(Cl)c3)cn(C)c2c1,5.25
CHEMBL1980,SCN5A,CHEMBL4280298,,6508.0,IC50,0,CC(C)COc1ncc(-c2nn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1Cl,5.19
CHEMBL1980,SCN5A,CHEMBL4287506,,3697.0,IC50,0,CC(C)COc1ccc(-c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)c(F)cc23)cn1,5.43
CHEMBL1980,SCN5A,CHEMBL4290933,,3818.0,IC50,0,Cn1cc(-c2ccc(C(F)(F)F)cc2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc21,5.42
CHEMBL1980,SCN5A,CHEMBL4276864,,9666.0,IC50,0,Cn1cc(-c2ccc(C(F)F)cc2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc21,5.01
CHEMBL1980,SCN5A,CHEMBL4285790,,1313.0,IC50,0,CS(=O)(=O)Nc1nnc2cc(COc3cc(Cl)cc(Cl)c3)c(C3CC3)cn12,5.88
CHEMBL1980,SCN5A,CHEMBL4290579,,110.0,IC50,0,O=S(=O)(Nc1nnc2cc(OCC34CC5CC(CC(C5)C3)C4)c(C3CC3)cn12)C1CC1,6.96
CHEMBL1980,SCN5A,CHEMBL4279238,,265.0,IC50,0,CS(=O)(=O)Nc1nnc2cc(OCC34CC5CC(CC(C5)C3)C4)c(C3CC3)cn12,6.58
CHEMBL1980,SCN5A,CHEMBL3617053,,9200.0,IC50,0,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)C(c1ccccc1)c1ccccc1,5.04
CHEMBL1980,SCN5A,CHEMBL4293085,,4870.0,IC50,0,O=C(NCc1ccc(OC(F)(F)F)c(Cl)c1)c1ccc(S(=O)(=O)Nc2ncns2)c(F)c1,5.31
CHEMBL1980,SCN5A,CHEMBL4277264,,1100.0,IC50,0,Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)ncc2nccn12,5.96
CHEMBL1980,SCN5A,CHEMBL4471012,,460.0,Kd,0,Cc1nn([C@@H]2CCN([C@H](C)c3cc(Cl)cc(Cl)c3)C2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc12,6.34
CHEMBL1980,SCN5A,CHEMBL4444707,,370.0,Kd,0,CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC2CCN(Cc3cc(C(F)(F)F)ccc3Cl)CC2)cc1F,6.43
CHEMBL1980,SCN5A,CHEMBL3707218,FUNAPIDE,84.0,IC50,1,O=C1N(Cc2ccc(C(F)(F)F)o2)c2ccccc2[C@]12COc1cc3c(cc12)OCO3,7.08
CHEMBL1980,SCN5A,CHEMBL3662190,,50.0,IC50,0,CC1(COc2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc2C2CC2)CCC2(CC1)CC2,7.3
CHEMBL1980,SCN5A,CHEMBL4588728,,800.0,IC50,0,CSCC[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)CSSC[C@@H]2NC(=O)[C@@H]3CSSC[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@H](C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)NC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](Cc4ccccc4)NC1=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N3)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCCCN)NC2=O,6.1
CHEMBL1980,SCN5A,CHEMBL507974,TETRODOTOXIN,1000.0,IC50,1,NC1=N[C@H](O)[C@H]2[C@H]3O[C@]4(O)O[C@@H]([C@@H](O)[C@@]2(N1)[C@@H]4O)[C@]3(O)CO,6.0
CHEMBL1980,SCN5A,CHEMBL501134,SAXITOXIN,210.0,IC50,0,N=C1N[C@H]2[C@H](COC(N)=O)NC(=N)N3CCC(O)(O)[C@]23N1,6.68
CHEMBL1980,SCN5A,CHEMBL4547737,,4600.0,IC50,0,CC(=O)OC[C@@H]1NC(=N)N2CCC(O)(O)[C@@]23NC(=N)N[C@@H]13,5.34
CHEMBL1980,SCN5A,CHEMBL4457708,,2400.0,IC50,0,Cn1cc(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,5.62
CHEMBL1980,SCN5A,CHEMBL4464346,,460.0,IC50,0,Cc1cn(C2C=CCCC2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc12,6.34
CHEMBL1980,SCN5A,CHEMBL4447021,,8400.0,IC50,0,Cn1cc(C2C3CC4CC(C3)CC2C4)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,5.08
CHEMBL1980,SCN5A,CHEMBL4574408,,4100.0,IC50,0,Cn1cc(C2CCCC(C)(C)C2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,5.39
CHEMBL1980,SCN5A,CHEMBL4513354,,5400.0,IC50,0,C[C@H]1CC[C@@H](c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)ccc23)C1,5.27
CHEMBL1980,SCN5A,CHEMBL4443673,,6700.0,IC50,0,Cn1cc(C2CCC2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,5.17
CHEMBL1980,SCN5A,CHEMBL4451746,,8600.0,IC50,0,Cn1cc(-c2ccc(C(F)(F)F)cc2Cl)c2ccc(C(=O)NS(C)(=O)=O)cc21,5.07
CHEMBL1980,SCN5A,CHEMBL4527346,,8400.0,IC50,0,Cn1cc(-c2ccc(C(F)(F)F)cc2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,5.08
CHEMBL1980,SCN5A,CHEMBL4462085,,7500.0,IC50,0,Cn1cc(-c2ccc(C(F)(F)F)cc2)c2ccc(C(=O)NS(=O)(=O)C(F)(F)F)cc21,5.12
CHEMBL1980,SCN5A,CHEMBL4555930,,3900.0,IC50,0,Cn1cc(-c2ccc(C(F)(F)F)cc2)c2ccc(C(=O)NS(=O)(=O)c3cccs3)cc21,5.41
CHEMBL1980,SCN5A,CHEMBL4442002,,6300.0,IC50,0,CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(=O)(=O)N(C)C)ccc23)cc1Cl,5.2
CHEMBL1980,SCN5A,CHEMBL4475017,,7200.0,IC50,0,CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)c(F)cc23)cc1Cl,5.14
CHEMBL1980,SCN5A,CHEMBL4447807,,5100.0,IC50,0,CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)c(F)cc23)cc1Cl,5.29
CHEMBL1980,SCN5A,CHEMBL4435148,,1700.0,IC50,0,CC(C)COc1ncc(-c2cn(C(C)C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1Cl,5.77
CHEMBL1980,SCN5A,CHEMBL4524193,,6400.0,IC50,0,Cn1nc(-c2ccc(C(F)(F)F)cc2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc21,5.19
CHEMBL1980,SCN5A,CHEMBL4587465,,5900.0,IC50,0,CC(C)COc1ncc(-c2nn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)ccc23)cc1Cl,5.23
CHEMBL2095229,CACNA1C,CHEMBL4457747,,2800.0,IC50,0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCN2CCCCC2)c(Br)c1,5.55
CHEMBL2095229,CACNA1C,CHEMBL4541016,,2900.0,IC50,0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCN2CCCCC2)c(Cl)c1,5.54
CHEMBL2095229,CACNA1C,CHEMBL4535978,,1500.0,IC50,0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCN2CCCCCC2)c(Br)c1,5.82
CHEMBL2095229,CACNA1C,CHEMBL4437775,,4000.0,IC50,0,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCN2CCCCCC2)c(Cl)c1,5.4
CHEMBL2363032,CACNA1C,CHEMBL4449273,,9000.0,IC50,0,CCCCCCCNC(=O)C12c3ccccc3C(c3ccccc31)C1C(=O)NC(=O)C12,5.05
CHEMBL1980,SCN5A,CHEMBL4462738,,8700.0,IC50,0,CC(C)COc1ncc(Oc2nccc3cc(C(=O)NS(C)(=O)=O)ccc23)cc1Cl,5.06
CHEMBL1980,SCN5A,CHEMBL4470095,,5200.0,IC50,0,CC(C)COc1ncc(-c2c(F)cc(C(=O)NS(C)(=O)=O)cc2F)cc1Cl,5.28
CHEMBL1980,SCN5A,CHEMBL4444511,,9500.0,IC50,0,CC(C)COc1ncc(-c2ccc(C(=O)NS(C)(=O)=O)cc2Cl)cc1Cl,5.02
CHEMBL1980,SCN5A,CHEMBL4459478,,3100.0,IC50,0,CC(C)COc1ncc(-c2ccc(C(=O)NS(C)(=O)=O)cc2C(F)(F)F)cc1Cl,5.51
CHEMBL1980,SCN5A,CHEMBL4539119,,3700.0,IC50,0,CC(C)COc1ncc(-c2ccc(C(=O)NS(C)(=O)=O)cc2OC(F)(F)F)cc1Cl,5.43
CHEMBL1980,SCN5A,CHEMBL4459717,,6000.0,IC50,0,COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(Oc2cc(Cl)cc(Cl)c2)c(Cl)c1,5.22
CHEMBL1980,SCN5A,CHEMBL4558539,,9300.0,IC50,0,COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(OCC2(C)CC2)c(Cl)c1,5.03
CHEMBL1980,SCN5A,CHEMBL4530399,,8900.0,IC50,0,COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(Sc2cccc(C)c2)c(Cl)c1,5.05
CHEMBL1980,SCN5A,CHEMBL4448552,,2500.0,IC50,0,COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(N2CCC[C@H]2C(C)C)c(Cl)c1,5.6
CHEMBL1980,SCN5A,CHEMBL4576210,,2350.0,IC50,0,COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(Oc2cc(Cl)cc(Cl)c2)c(C(F)(F)F)c1,5.63
CHEMBL1980,SCN5A,CHEMBL4469805,,6900.0,IC50,0,COc1cc(C(=O)NS(C)(=O)=O)c(F)cc1-c1cnc(Oc2cc(F)ccc2F)c(Cl)c1,5.16
CHEMBL2363032,CACNA1C,CHEMBL4643402,,9000.0,IC50,0,CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1cccc(OC)c1)CCCCC3,5.05
CHEMBL2363032,CACNA1C,CHEMBL252580,,9000.0,IC50,0,CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(OC)c(OC)c1)CCCCC3,5.05
CHEMBL2363032,CACNA1C,CHEMBL2234542,,10000.0,IC50,0,CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccccc1)CCCCCC3,5.0
CHEMBL2363032,CACNA1C,CHEMBL252781,,10000.0,IC50,0,Cc1nc2nc3c(c(N)c2c(-c2ccccc2)c1C(=O)OC(C)C)CCCC3,5.0
CHEMBL1980,SCN5A,CHEMBL4646742,,812.0,IC50,0,Cn1nccc1-c1cc(C(F)(F)F)ccc1[C@H]1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21,6.09
CHEMBL1980,SCN5A,CHEMBL4639228,,629.0,IC50,0,Cc1nc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)co1,6.2
CHEMBL1980,SCN5A,CHEMBL4634421,,154.0,IC50,0,O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)nc1,6.81
CHEMBL1980,SCN5A,CHEMBL4641467,,362.0,IC50,0,O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)cn1,6.44
CHEMBL1980,SCN5A,CHEMBL4649638,,4089.0,IC50,0,O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1N1CCNCC1,5.39
CHEMBL1980,SCN5A,CHEMBL4632456,,983.0,IC50,0,CN1CCN(c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)CC1,6.01
CHEMBL1980,SCN5A,CHEMBL4647620,,1168.0,IC50,0,Cc1nc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4ccncn4)ccc32)co1,5.93
CHEMBL1980,SCN5A,CHEMBL4640506,,1103.0,IC50,0,Cc1ccc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4ccncn4)ccc32)cn1,5.96
CHEMBL1980,SCN5A,CHEMBL4639765,,1312.0,IC50,0,Cc1ccc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4cccc(F)n4)ccc32)cn1,5.88
CHEMBL1980,SCN5A,CHEMBL4635396,,2516.0,IC50,0,O=S(=O)(Nc1ccncn1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)cn1,5.6
CHEMBL1980,SCN5A,CHEMBL4648959,,1069.0,IC50,0,O=S(=O)(Nc1ncccn1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)cc1,5.97
CHEMBL1980,SCN5A,CHEMBL4647267,,248.0,IC50,0,O=S(=O)(Nc1ccncn1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1N1CCOCC1,6.61
CHEMBL1980,SCN5A,CHEMBL4641925,,188.0,IC50,0,O=S(=O)(Nc1cccc(F)n1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1N1CCOCC1,6.73
CHEMBL1980,SCN5A,CHEMBL4632563,,2792.0,IC50,0,O=S(=O)(Nc1ncccn1)c1ccc2c(c1)CC[C@@H]2c1ccc(C(F)(F)F)cc1N1CCOCC1,5.55
CHEMBL1980,SCN5A,CHEMBL4636838,,124.0,IC50,0,O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)cc1,6.91
CHEMBL1980,SCN5A,CHEMBL4753470,,1.9,EC50,0,N=C1N[C@H](O)C2C3OC4(O)O[C@@H]([C@@H](O)C2(N1)[C@@H]4O)[C@]3(O)CO,8.72
CHEMBL1980,SCN5A,CHEMBL4867251,,7830.0,IC50,0,O=S(=O)(Nc1ncns1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,5.11
CHEMBL1980,SCN5A,CHEMBL4867340,,1180.0,IC50,0,O=S(=O)(Nc1cscn1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,5.93
CHEMBL1980,SCN5A,CHEMBL4877705,,7140.0,IC50,0,O=S(=O)(Nc1ncccn1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,5.15
CHEMBL1980,SCN5A,CHEMBL4859414,,700.0,IC50,0,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,6.16
CHEMBL1980,SCN5A,CHEMBL4870820,,1290.0,IC50,0,O=S(=O)(Nc1cc(F)ccn1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,5.89
CHEMBL1980,SCN5A,CHEMBL4867480,,1100.0,IC50,0,O=S(=O)(Nc1cccc(Cl)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,5.96
CHEMBL1980,SCN5A,CHEMBL4846327,,4650.0,IC50,0,O=S(=O)(Nc1ncc(F)s1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,5.33
CHEMBL1980,SCN5A,CHEMBL4850942,,4320.0,IC50,0,O=S(=O)(Nc1ccccn1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,5.37
CHEMBL1980,SCN5A,CHEMBL4863596,,5040.0,IC50,0,O=S(=O)(Nc1ncccc1F)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,5.3
CHEMBL1980,SCN5A,CHEMBL4855375,,6330.0,IC50,0,O=S(=O)(Nc1cccc(C(F)(F)F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,5.2
CHEMBL1980,SCN5A,CHEMBL4876448,,680.0,IC50,0,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2F)cc1F,6.17
CHEMBL1980,SCN5A,CHEMBL4853170,,460.0,IC50,0,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2cccc(F)c2)cc1F,6.34
CHEMBL1980,SCN5A,CHEMBL4865860,,610.0,IC50,0,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)cc2)cc1F,6.21
CHEMBL1980,SCN5A,CHEMBL4860097,,470.0,IC50,0,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)cc2F)cc1F,6.33
CHEMBL1980,SCN5A,CHEMBL4863095,,260.0,IC50,0,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)c(F)c2)cc1F,6.58
CHEMBL1980,SCN5A,CHEMBL4849813,,240.0,IC50,0,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(OC2CCN(CC(F)(F)F)CC2c2ccc(F)c(F)c2)cc1F,6.62
CHEMBL1980,SCN5A,CHEMBL4862429,,4580.0,IC50,0,N#Cc1cccc([C@H]2CN(CC(F)(F)F)CC[C@@H]2Oc2cc(F)c(S(=O)(=O)Nc3cccc(F)n3)cc2F)c1,5.34
CHEMBL1980,SCN5A,CHEMBL4854735,,65.0,IC50,0,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)c(F)c2)c(F)c1,7.19
CHEMBL1980,SCN5A,CHEMBL4864812,,31.0,IC50,0,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)c(F)c2)c(F)c1F,7.51
CHEMBL1980,SCN5A,CHEMBL4850129,,1550.0,IC50,0,O=S(=O)(Nc1cccc(F)n1)c1cnc(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)c(F)c2)c(F)c1,5.81
CHEMBL1980,SCN5A,CHEMBL4872374,,750.0,IC50,0,O=S(=O)(Nc1cscn1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)c(F)c2)cc1F,6.12
CHEMBL1980,SCN5A,CHEMBL558,MEXILETINE,3000.0,IC50,1,Cc1cccc(C)c1OCC(C)N,5.52
CHEMBL1980,SCN5A,CHEMBL4868133,,6000.0,IC50,0,COc1ccc([C@H]2OC(=O)N[C@@H]2C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,5.22
CHEMBL1980,SCN5A,CHEMBL3657524,,5000.0,IC50,0,COc1cc(F)c(-c2ccc(C(=O)O)cc2C)cc1-c1cc(C)c(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,5.3
CHEMBL1980,SCN5A,CHEMBL3657529,,10000.0,IC50,0,COc1ncc(-c2ccc(C(=O)O)cc2C)cc1-c1c(C)cc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,5.0
CHEMBL1980,SCN5A,CHEMBL4856674,,6000.0,IC50,0,COc1cc(F)c(-c2ccc(C(=O)O)cc2C)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(F)cc(C(F)(F)F)c3)OC(=O)N12,5.22
CHEMBL1940,CACNA1C,CHEMBL3657536,,7000.0,IC50,0,COc1ncc(-c2ccc(C(=O)O)cc2C)cc1-c1ncc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,5.16
CHEMBL1940,CACNA1C,CHEMBL4848777,,7000.0,IC50,0,COc1ccc(CCC(=O)O)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,5.16
CHEMBL1940,CACNA1C,CHEMBL3933320,,4000.0,IC50,0,COc1ccc([C@H]2C[C@H](C(=O)O)C2)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,5.4
CHEMBL1940,CACNA1C,CHEMBL3657523,,7000.0,IC50,0,COc1ccc([C@@H]2C[C@@H](O)[C@@H](O)C2)cc1-c1ccc(C(F)(F)F)cc1[C@@H]1CC[C@H]2[C@@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)OC(=O)N12,5.16
