compound_chembl_id,compound_name,canonical_smiles,gene_symbol,tissue,is_approved_drug,pchembl_value,X
CHEMBL4204573,,Cc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OCCC(F)(F)F,CACNA1C,heart,0,5.68,-0.08212021109715505
CHEMBL4212176,,Cc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OC(F)(F)F,CACNA1C,heart,0,5.83,-0.06593421982039603
CHEMBL4207291,,CCc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OCC(F)(F)F,CACNA1C,heart,0,5.96,-0.22058231202548473
CHEMBL4211644,,O=C(Cc1cccc(Cl)c1)Nc1ccn(Cc2ccccc2)n1,CACNA1C,heart,0,5.55,-0.46933849786125276
CHEMBL1627,,CNC(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,SCN5A,heart,0,6.32,-0.4725932675190786
CHEMBL841,LOPERAMIDE,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,SCN5A,heart,1,6.62,-0.5399786828975905
CHEMBL4209664,,O=S(=O)(Nc1ncns1)c1cc(F)c(OC2OCCNC2c2cccc(C(F)(F)F)c2)cc1F,SCN5A,heart,0,6.24,1.7625792393730786
CHEMBL4210634,,O=S(=O)(Nc1ncns1)c1cc(F)c(OC2OCCNC2c2ccc(Cl)cc2Cl)cc1F,SCN5A,heart,0,5.77,1.9710898553350438
CHEMBL4206080,,O=S(=O)(Nc1ncns1)c1cc(F)c(OC2OCCNC2c2ccc(Cl)c(Cl)c2)cc1F,SCN5A,heart,0,5.52,1.938855290046015
CHEMBL4202854,,O=S(=O)(Nc1ncns1)c1cc(F)c(OC2OCCNC2c2cc(Cl)cc(Cl)c2)cc1F,SCN5A,heart,0,5.25,1.8508234809475808
CHEMBL4204418,,CN(C)c1noc2ccc(C3NCCOC3Oc3cc(F)c(S(=O)(=O)Nc4ncns4)cc3F)cc12,SCN5A,heart,0,5.3,1.4927836536449357
CHEMBL4206427,,CC1(C)CN[C@H](c2cc(Cl)cc(Cl)c2)[C@@H](Oc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2F)O1,SCN5A,heart,0,5.22,1.673641961235349
CHEMBL4209955,,CC1(C)CN[C@@H](c2cc(Cl)cc(Cl)c2)[C@H](Oc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2F)O1,SCN5A,heart,0,5.36,1.673641961235349
CHEMBL4224739,,CSCC[C@@H]1NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]3CSSC[C@H](NC(=O)[C@H](C(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c4ccccc14)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c4ccccc14)C(=O)O)CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC3=O)C(=O)N2,SCN5A,heart,0,7.1,-7.983825712651206
CHEMBL4226275,,Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1,CACNA1C,heart,0,5.47,-0.7112389091243365
CHEMBL4226864,,Cc1ccc(Cn2cc(CN3CCCCC3)c3cc(C)ccc32)cc1,CACNA1C,heart,0,5.44,-0.4336189968740148
CHEMBL4226021,,Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1cccc(Cl)c1,CACNA1C,heart,0,5.66,-0.4320495032857508
CHEMBL4228209,,Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccc(Cl)cc1,CACNA1C,heart,0,5.52,-0.32802126752554306
CHEMBL4225271,,Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccc(F)cc1,CACNA1C,heart,0,5.32,-0.23408435014150483
CHEMBL4228929,,Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1ccccc1[N+](=O)[O-],CACNA1C,heart,0,5.75,-0.5103024624875928
CHEMBL4224773,,Cc1ccc2c(c1)c(CN1CCCCC1)cn2Cc1cccc([N+](=O)[O-])c1,CACNA1C,heart,0,5.52,-0.6114022969856195
CHEMBL4226210,,Fc1ccc(C(CCCNCCCN2CCCCC2)c2ccc(F)cc2)cc1,SCN5A,heart,0,5.32,-0.4265508675850726
CHEMBL4229014,,Fc1ccc(CCCCNCCCN2CCCCC2)cc1,SCN5A,heart,0,5.23,-0.41555436781904387
CHEMBL4291605,,O=C(NCc1ccccc1)[C@@H](c1ccccc1)N1CCN(C(=O)c2cc(F)cnc2Cl)CC1,SCN5A,heart,0,5.04,-0.5706723781628074
CHEMBL4280970,,O=C(NCc1ccccc1)[C@@H](c1ccccc1)N1CCN(C(=O)c2cc(F)cc(F)c2)CC1,SCN5A,heart,0,5.89,-0.7736890919135211
CHEMBL4295027,,N#Cc1cc(F)cc(C(=O)N2CCN([C@@H](C(=O)NCc3ccccc3)c3ccccc3)CC2)c1,SCN5A,heart,0,5.51,-0.7313152906016822
CHEMBL4284381,,N#Cc1cc(OC(F)(F)F)cc(C(=O)N2CCN([C@@H](C(=O)NCc3ccccc3)c3ccccc3)CC2)c1,SCN5A,heart,0,6.4,-0.7730657219430325
CHEMBL4279870,,N#Cc1ccc([C@H](C(=O)NCc2ccccc2)N2CCN(C(=O)c3cc(F)cc(F)c3)CC2)cc1,SCN5A,heart,0,5.19,-0.7167356233365418
CHEMBL4287784,,COc1cc([C@H](C(=O)NCc2ccccc2)N2CCN(C(=O)c3cc(F)cc(F)c3)CC2)ccc1C#N,SCN5A,heart,0,6.3,-0.8769856697114259
CHEMBL4277551,,O=C(NCc1ccccc1)[C@@H](c1ccccc1)N1CCN(C(=O)c2cc(F)ccc2Cl)CC1,SCN5A,heart,0,6.02,-0.577249409353788
CHEMBL4288200,,O=C(NCc1ccccc1)[C@@H](c1ccccc1)N1CCN(Cc2ccccc2)CC1,SCN5A,heart,0,6.85,-1.027450531666753
CHEMBL4283333,,CN(Cc1ccccc1)C(=O)[C@@H](c1ccccc1)N1CCN(C(=O)c2cc(F)cc(F)c2)CC1,SCN5A,heart,0,5.0,-0.7877801526964998
CHEMBL4291187,,O=C(NCc1ccc(C(F)(F)F)nc1)[C@@H](c1ccccc1)N1CCN(C(=O)c2cc(F)cc(F)c2)CC1,SCN5A,heart,0,5.1,-0.34460443498276555
CHEMBL4286818,,O=C(Nc1ccc(C(F)(F)F)cc1)[C@@H](c1ccccc1)N1CCN(C(=O)c2cc(F)cc(F)c2)CC1,SCN5A,heart,0,5.02,-0.26511897709770377
CHEMBL4278898,,O=C(Nc1ccc(OCC(F)(F)F)nc1)[C@@H](c1ccccc1)N1CCN(C(=O)c2cc(F)cc(F)c2)CC1,SCN5A,heart,0,5.52,-0.22739716356362974
CHEMBL4283471,,O=C(NCC1CC1)[C@@H](c1ccccc1)N1CCN(C(=O)c2cc(F)cc(F)c2)CC1,SCN5A,heart,0,5.11,-0.7388225067041393
CHEMBL4294045,,O=C(NCC(F)(F)C1CC1)[C@@H](c1ccccc1)N1CCN(C(=O)c2cc(F)cc(F)c2)CC1,SCN5A,heart,0,5.17,-0.5622676511366493
CHEMBL4280006,,O=C(NCc1ccccc1)[C@@H](c1ccccc1)N1CC2CC(C1)N2C(=O)c1cc(F)ccc1Cl,SCN5A,heart,0,5.62,-0.600137939112412
CHEMBL4290645,,O=C(NCc1ccccc1)[C@@H](c1ccccc1)N1CC2CCC(C1)N2C(=O)c1cc(F)ccc1Cl,SCN5A,heart,0,5.38,-0.6839686552583981
CHEMBL4287235,,N#Cc1ccc([C@H](C(=O)Nc2ccc(OCC(F)(F)F)nc2)N2CCN(C(=O)c3cc(F)cc(F)c3)CC2)cc1,SCN5A,heart,0,5.02,0.10317015539606512
CHEMBL4294322,,CCS(=O)(=O)NC(=O)c1ccc2c(-c3cnc(OCC(C)C)c(Cl)c3)cn(C)c2c1,SCN5A,heart,0,5.25,0.2653237004318643
CHEMBL4280298,,CC(C)COc1ncc(-c2nn(C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1Cl,SCN5A,heart,0,5.19,0.39985785591768463
CHEMBL4287506,,CC(C)COc1ccc(-c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)c(F)cc23)cn1,SCN5A,heart,0,5.43,0.208433699926834
CHEMBL4290933,,Cn1cc(-c2ccc(C(F)(F)F)cc2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc21,SCN5A,heart,0,5.42,0.4579317959488179
CHEMBL4276864,,Cn1cc(-c2ccc(C(F)F)cc2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc21,SCN5A,heart,0,5.01,0.22226337523513823
CHEMBL4285790,,CS(=O)(=O)Nc1nnc2cc(COc3cc(Cl)cc(Cl)c3)c(C3CC3)cn12,SCN5A,heart,0,5.88,0.5601965323004198
CHEMBL4290579,,O=S(=O)(Nc1nnc2cc(OCC34CC5CC(CC(C5)C3)C4)c(C3CC3)cn12)C1CC1,SCN5A,heart,0,6.96,0.41885963110127533
CHEMBL4279238,,CS(=O)(=O)Nc1nnc2cc(OCC34CC5CC(CC(C5)C3)C4)c(C3CC3)cn12,SCN5A,heart,0,6.58,0.4131703064363871
CHEMBL3617053,,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)C(c1ccccc1)c1ccccc1,SCN5A,heart,0,5.04,1.3510844388649212
CHEMBL4293085,,O=C(NCc1ccc(OC(F)(F)F)c(Cl)c1)c1ccc(S(=O)(=O)Nc2ncns2)c(F)c1,SCN5A,heart,0,5.31,1.368858242666611
CHEMBL4277264,,Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)ncc2nccn12,SCN5A,heart,0,5.96,0.11236209806486447
CHEMBL4471012,,Cc1nn([C@@H]2CCN([C@H](C)c3cc(Cl)cc(Cl)c3)C2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc12,SCN5A,heart,0,6.34,0.24063172789459075
CHEMBL4444707,,CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC2CCN(Cc3cc(C(F)(F)F)ccc3Cl)CC2)cc1F,SCN5A,heart,0,6.43,0.652191580220946
CHEMBL3707218,FUNAPIDE,O=C1N(Cc2ccc(C(F)(F)F)o2)c2ccccc2[C@]12COc1cc3c(cc12)OCO3,SCN5A,heart,1,7.08,0.13973539004833474
CHEMBL3662190,,CC1(COc2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc2C2CC2)CCC2(CC1)CC2,SCN5A,heart,0,7.3,0.46825815423644146
CHEMBL4588728,,CSCC[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(=O)O)CSSC[C@@H]2NC(=O)[C@@H]3CSSC[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@H](C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)NC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](Cc4ccccc4)NC1=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N3)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCCCN)NC2=O,SCN5A,heart,0,6.1,-7.627865970528787
CHEMBL507974,TETRODOTOXIN,NC1=N[C@H](O)[C@H]2[C@H]3O[C@]4(O)O[C@@H]([C@@H](O)[C@@]2(N1)[C@@H]4O)[C@]3(O)CO,SCN5A,heart,1,6.0,-0.3756956043872593
CHEMBL501134,SAXITOXIN,N=C1N[C@H]2[C@H](COC(N)=O)NC(=N)N3CCC(O)(O)[C@]23N1,SCN5A,heart,0,6.68,-0.7992548506999196
CHEMBL4547737,,CC(=O)OC[C@@H]1NC(=N)N2CCC(O)(O)[C@@]23NC(=N)N[C@@H]13,SCN5A,heart,0,5.34,-0.7704537116565215
CHEMBL4457708,,Cn1cc(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,SCN5A,heart,0,5.62,0.024881442136034736
CHEMBL4464346,,Cc1cn(C2C=CCCC2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc12,SCN5A,heart,0,6.34,0.04932410621144964
CHEMBL4447021,,Cn1cc(C2C3CC4CC(C3)CC2C4)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,SCN5A,heart,0,5.08,0.20726508524039342
CHEMBL4574408,,Cn1cc(C2CCCC(C)(C)C2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,SCN5A,heart,0,5.39,0.04818169773193886
CHEMBL4513354,,C[C@H]1CC[C@@H](c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)ccc23)C1,SCN5A,heart,0,5.27,0.09630561134048946
CHEMBL4443673,,Cn1cc(C2CCC2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,SCN5A,heart,0,5.17,0.04168530743857164
CHEMBL4451746,,Cn1cc(-c2ccc(C(F)(F)F)cc2Cl)c2ccc(C(=O)NS(C)(=O)=O)cc21,SCN5A,heart,0,5.07,0.8035207380680623
CHEMBL4527346,,Cn1cc(-c2ccc(C(F)(F)F)cc2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,SCN5A,heart,0,5.08,0.34033206946482253
CHEMBL4462085,,Cn1cc(-c2ccc(C(F)(F)F)cc2)c2ccc(C(=O)NS(=O)(=O)C(F)(F)F)cc21,SCN5A,heart,0,5.12,0.4750888924158541
CHEMBL4555930,,Cn1cc(-c2ccc(C(F)(F)F)cc2)c2ccc(C(=O)NS(=O)(=O)c3cccs3)cc21,SCN5A,heart,0,5.41,0.8121707252625203
CHEMBL4442002,,CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(=O)(=O)N(C)C)ccc23)cc1Cl,SCN5A,heart,0,5.2,0.3636641758995686
CHEMBL4475017,,CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)c(F)cc23)cc1Cl,SCN5A,heart,0,5.14,0.6744292085699595
CHEMBL4447807,,CC(C)COc1ncc(-c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)c(F)cc23)cc1Cl,SCN5A,heart,0,5.29,0.5105918213300185
CHEMBL4435148,,CC(C)COc1ncc(-c2cn(C(C)C)c3cc(C(=O)NS(C)(=O)=O)ccc23)cc1Cl,SCN5A,heart,0,5.77,0.5598747901246725
CHEMBL4524193,,Cn1nc(-c2ccc(C(F)(F)F)cc2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc21,SCN5A,heart,0,5.19,0.5565440989114842
CHEMBL4587465,,CC(C)COc1ncc(-c2nn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)ccc23)cc1Cl,SCN5A,heart,0,5.23,0.23602046867774373
CHEMBL4457747,,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCN2CCCCC2)c(Br)c1,CACNA1C,heart,0,5.55,-0.7453375390516286
CHEMBL4541016,,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCN2CCCCC2)c(Cl)c1,CACNA1C,heart,0,5.54,-0.5792607966468226
CHEMBL4535978,,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCN2CCCCCC2)c(Br)c1,CACNA1C,heart,0,5.82,-0.7453375390516286
CHEMBL4437775,,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccc(OCCN2CCCCCC2)c(Cl)c1,CACNA1C,heart,0,5.4,-0.5792607966468226
CHEMBL4449273,,CCCCCCCNC(=O)C12c3ccccc3C(c3ccccc31)C1C(=O)NC(=O)C12,CACNA1C,heart,0,5.05,-1.191221395759323
CHEMBL4462738,,CC(C)COc1ncc(Oc2nccc3cc(C(=O)NS(C)(=O)=O)ccc23)cc1Cl,SCN5A,heart,0,5.06,0.37181900461345
CHEMBL4470095,,CC(C)COc1ncc(-c2c(F)cc(C(=O)NS(C)(=O)=O)cc2F)cc1Cl,SCN5A,heart,0,5.28,0.6890833349858287
CHEMBL4444511,,CC(C)COc1ncc(-c2ccc(C(=O)NS(C)(=O)=O)cc2Cl)cc1Cl,SCN5A,heart,0,5.02,0.5119028194494178
CHEMBL4459478,,CC(C)COc1ncc(-c2ccc(C(=O)NS(C)(=O)=O)cc2C(F)(F)F)cc1Cl,SCN5A,heart,0,5.51,0.7960541924322797
CHEMBL4539119,,CC(C)COc1ncc(-c2ccc(C(=O)NS(C)(=O)=O)cc2OC(F)(F)F)cc1Cl,SCN5A,heart,0,5.43,0.6388919165337061
CHEMBL4459717,,COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(Oc2cc(Cl)cc(Cl)c2)c(Cl)c1,SCN5A,heart,0,5.22,0.710348521205246
CHEMBL4558539,,COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(OCC2(C)CC2)c(Cl)c1,SCN5A,heart,0,5.03,0.6126778564265281
CHEMBL4530399,,COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(Sc2cccc(C)c2)c(Cl)c1,SCN5A,heart,0,5.05,0.4372964672462239
CHEMBL4448552,,COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(N2CCC[C@H]2C(C)C)c(Cl)c1,SCN5A,heart,0,5.6,0.2294573691197112
CHEMBL4576210,,COc1cc(C(=O)NS(C)(=O)=O)ccc1-c1cnc(Oc2cc(Cl)cc(Cl)c2)c(C(F)(F)F)c1,SCN5A,heart,0,5.63,0.9024301662012175
CHEMBL4469805,,COc1cc(C(=O)NS(C)(=O)=O)c(F)cc1-c1cnc(Oc2cc(F)ccc2F)c(Cl)c1,SCN5A,heart,0,5.16,1.063045352942359
CHEMBL4643402,,CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1cccc(OC)c1)CCCCC3,CACNA1C,heart,0,5.05,-0.7058654605096563
CHEMBL252580,,CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccc(OC)c(OC)c1)CCCCC3,CACNA1C,heart,0,5.05,-0.6114510083934855
CHEMBL2234542,,CCOC(=O)c1c(C)nc2nc3c(c(N)c2c1-c1ccccc1)CCCCCC3,CACNA1C,heart,0,5.0,-0.9454279710357175
CHEMBL252781,,Cc1nc2nc3c(c(N)c2c(-c2ccccc2)c1C(=O)OC(C)C)CCCC3,CACNA1C,heart,0,5.0,-0.9107212106518913
CHEMBL4646742,,Cn1nccc1-c1cc(C(F)(F)F)ccc1[C@H]1CCOc2cc(S(=O)(=O)Nc3nccs3)ccc21,SCN5A,heart,0,6.09,2.7464635920535048
CHEMBL4639228,,Cc1nc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)co1,SCN5A,heart,0,6.2,2.812093536650668
CHEMBL4634421,,O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)nc1,SCN5A,heart,0,6.81,2.8749615154052446
CHEMBL4641467,,O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)cn1,SCN5A,heart,0,6.44,2.954726699158983
CHEMBL4649638,,O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1N1CCNCC1,SCN5A,heart,0,5.39,2.7236706525913785
CHEMBL4632456,,CN1CCN(c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4nccs4)ccc32)CC1,SCN5A,heart,0,6.01,2.7782215810228044
CHEMBL4647620,,Cc1nc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4ccncn4)ccc32)co1,SCN5A,heart,0,5.93,1.9856326764204824
CHEMBL4640506,,Cc1ccc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4ccncn4)ccc32)cn1,SCN5A,heart,0,5.96,1.797981788699914
CHEMBL4639765,,Cc1ccc(-c2cc(C(F)(F)F)ccc2[C@H]2CCOc3cc(S(=O)(=O)Nc4cccc(F)n4)ccc32)cn1,SCN5A,heart,0,5.88,1.7102509943104096
CHEMBL4635396,,O=S(=O)(Nc1ccncn1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)cn1,SCN5A,heart,0,5.6,2.128265838928798
CHEMBL4648959,,O=S(=O)(Nc1ncccn1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)cc1,SCN5A,heart,0,5.97,1.8667482181838544
CHEMBL4647267,,O=S(=O)(Nc1ccncn1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1N1CCOCC1,SCN5A,heart,0,6.61,2.046444663271013
CHEMBL4641925,,O=S(=O)(Nc1cccc(F)n1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1N1CCOCC1,SCN5A,heart,0,6.73,1.8309316503376147
CHEMBL4632563,,O=S(=O)(Nc1ncccn1)c1ccc2c(c1)CC[C@@H]2c1ccc(C(F)(F)F)cc1N1CCOCC1,SCN5A,heart,0,5.55,1.4283474946123953
CHEMBL4636838,,O=S(=O)(Nc1nccs1)c1ccc2c(c1)OCC[C@@H]2c1ccc(C(F)(F)F)cc1-c1ccc(F)cc1,SCN5A,heart,0,6.91,2.942908335258703
CHEMBL4753470,,N=C1N[C@H](O)C2C3OC4(O)O[C@@H]([C@@H](O)C2(N1)[C@@H]4O)[C@]3(O)CO,SCN5A,heart,0,8.72,-0.5893769724288648
CHEMBL4867251,,O=S(=O)(Nc1ncns1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,SCN5A,heart,0,5.11,1.3685864405468393
CHEMBL4867340,,O=S(=O)(Nc1cscn1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,SCN5A,heart,0,5.93,1.1623430982687142
CHEMBL4877705,,O=S(=O)(Nc1ncccn1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,SCN5A,heart,0,5.15,0.9741058093231634
CHEMBL4859414,,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,SCN5A,heart,0,6.16,0.839168713656183
CHEMBL4870820,,O=S(=O)(Nc1cc(F)ccn1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,SCN5A,heart,0,5.89,1.0818901110266235
CHEMBL4867480,,O=S(=O)(Nc1cccc(Cl)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,SCN5A,heart,0,5.96,0.9610389418430123
CHEMBL4846327,,O=S(=O)(Nc1ncc(F)s1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,SCN5A,heart,0,5.33,1.141194777358709
CHEMBL4850942,,O=S(=O)(Nc1ccccn1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,SCN5A,heart,0,5.37,1.0627594404876393
CHEMBL4863596,,O=S(=O)(Nc1ncccc1F)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,SCN5A,heart,0,5.3,1.0224620712334394
CHEMBL4855375,,O=S(=O)(Nc1cccc(C(F)(F)F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2)cc1F,SCN5A,heart,0,5.2,0.9780939850033035
CHEMBL4876448,,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccccc2F)cc1F,SCN5A,heart,0,6.17,0.8812523927907452
CHEMBL4853170,,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2cccc(F)c2)cc1F,SCN5A,heart,0,6.34,1.0455333617986806
CHEMBL4865860,,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)cc2)cc1F,SCN5A,heart,0,6.21,1.0364377403572536
CHEMBL4860097,,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)cc2F)cc1F,SCN5A,heart,0,6.33,1.045984244274428
CHEMBL4863095,,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)c(F)c2)cc1F,SCN5A,heart,0,6.58,1.0400979305682423
CHEMBL4849813,,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(OC2CCN(CC(F)(F)F)CC2c2ccc(F)c(F)c2)cc1F,SCN5A,heart,0,6.62,1.0400979305682423
CHEMBL4862429,,N#Cc1cccc([C@H]2CN(CC(F)(F)F)CC[C@@H]2Oc2cc(F)c(S(=O)(=O)Nc3cccc(F)n3)cc2F)c1,SCN5A,heart,0,5.34,1.0756934949212957
CHEMBL4854735,,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)c(F)c2)c(F)c1,SCN5A,heart,0,7.19,0.9365275708474103
CHEMBL4864812,,O=S(=O)(Nc1cccc(F)n1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)c(F)c2)c(F)c1F,SCN5A,heart,0,7.51,0.8275352713066028
CHEMBL4850129,,O=S(=O)(Nc1cccc(F)n1)c1cnc(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)c(F)c2)c(F)c1,SCN5A,heart,0,5.81,0.9821644670262518
CHEMBL4872374,,O=S(=O)(Nc1cscn1)c1cc(F)c(O[C@H]2CCN(CC(F)(F)F)C[C@@H]2c2ccc(F)c(F)c2)cc1F,SCN5A,heart,0,6.12,1.4486282782134174
CHEMBL558,MEXILETINE,Cc1cccc(C)c1OCC(C)N,SCN5A,heart,1,5.52,-0.34757328342064225
